KF01-01	KF01-02	KF01-03	KF01-06	KF01-07	KF01-08	KF01-09	KF01-10	KF01-11	Kingdom	Phylum	Class	Order	Family	Genus	Species	Marker
53	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Idaea	Idaea seriata	COI_ART
0	0	105	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Idaea	Idaea subsericeata	COI_ART
30	63	1168	0	0	94	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Lomaspilis	Lomaspilis marginata	COI_ART
0	0	0	0	0	17	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Luperina	Luperina testacea	COI_ART
0	41	51	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Lycia	Lycia hirtaria	COI_ART
0	0	0	0	0	0	272	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Lymantria	Lymantria dispar	COI_ART
0	0	0	0	0	54	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Macaria	Macaria notata	COI_ART
0	0	398	0	0	0	0	56	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Mamestra	Mamestra brassicae	COI_ART
0	0	0	0	0	0	19	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Mesapamea	Mesapamea secalella	COI_ART
0	7103	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Mimas	Mimas tiliae	COI_ART
734	0	0	0	0	69	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Mythimna	Mythimna albipuncta	COI_ART
0	0	0	0	15	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Neotelphusa	Neotelphusa sequax	COI_ART
0	0	0	0	0	0	0	5	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Noctua	Noctua comes	COI_ART
18	98	5229	0	0	18	9	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Ochropleura	Ochropleura plecta	COI_ART
462	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Oligia	Oligia fasciuncula	COI_ART
218	0	0	0	0	0	138	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Oligia	Oligia strigilis	COI_ART
0	0	114	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Orthosia	Orthosia cerasi	COI_ART
0	88	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pammene	Pammene germmana	COI_ART
118	0	38	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Parornix	Parornix torquillella	COI_ART
337	0	134	0	0	0	46	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Peribatodes	Peribatodes rhomboidaria	COI_ART
0	0	97	83	343	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Phlogophora	Phlogophora meticulosa	COI_ART
0	0	0	0	0	10	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Phyllonorycter	Phyllonorycter maestingella	COI_ART
0	0	0	32	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Plutellidae	Plutella	Plutella xylostella	COI_ART
0	0	0	0	0	0	52	3552	0	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Polypogon	Polypogon tentacularia	COI_ART
0	0	0	0	0	34	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Sabra	Sabra harpagula	COI_ART
0	0	0	0	766	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Sideridis	Sideridis reticulata	COI_ART
42	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Spilosoma	Spilosoma lubricipeda	COI_ART
11	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Stegania	Stegania trimaculata	COI_ART
0	83	0	95	0	0	259	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Subacronicta	Subacronicta megacephala	COI_ART
0	69	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Thera	Thera britannica	COI_ART
0	0	0	0	189	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Thyatira	Thyatira batis	COI_ART
48	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Tiliacea	Tiliacea citrago	COI_ART
0	0	0	0	0	0	0	4	0	Animalia	Arthropoda	Insecta	Lepidoptera	Tischeriidae	Tischeria	Tischeria ekebladella	COI_ART
0	0	0	0	0	0	0	30	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Trachea	Trachea atriplicis	COI_ART
0	27	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Trisateles	Trisateles emortualis	COI_ART
0	0	0	0	0	0	24	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Drepanidae	Watsonalla	Watsonalla cultraria	COI_ART
0	0	0	0	12	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Xanthorhoe	Xanthorhoe biriviata	COI_ART
0	34	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Xanthorhoe	Xanthorhoe designata	COI_ART
118834	74	359	61	0	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Xanthorhoe	Xanthorhoe ferrugata	COI_ART
0	0	0	0	31	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia triangulum	COI_ART
0	0	0	0	0	0	9	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Ypsolophidae	Ypsolopha	Ypsolopha parenthesella	COI_ART
0	0	0	0	46	0	0	0	0	Animalia	Arthropoda	Insecta	Lepidoptera	Ypsolophidae	Ypsolopha	Ypsolopha ustella	COI_ART
0	41	0	0	0	0	0	0	0	Animalia	Arthropoda	Chilopoda	Lithobiomorpha		Lithobius	Lithobius melanops	COI_ART
106	0	461	0	0	0	0	0	0	Metazoa	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Gayomyia	Gayomyia falcata	16S
0	0	1922	0	117	0	90	0	0	Metazoa	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Hemerobius	Hemerobius stigma	16S+mIdg+COI_ART
0	0	0	0	0	49	107	0	21	Metazoa	Arthropoda	Insecta	Neuroptera	Chrysopidae	Chrysoperla	Chrysoperla externa	16S
0	170	784	0	0	0	41	18	0	Metazoa	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Hemerobius	Hemerobius micans	16S+mIdg+COI_ART
0	0	0	0	0	33	0	0	0	Metazoa	Arthropoda	Insecta	Neuroptera	Chrysopidae	Plesiochrysa	Plesiochrysa brasiliensis	16S
0	0	0	0	0	0	41	0	0	Metazoa	Arthropoda	Insecta	Neuroptera	Chrysopidae	Ceraeochrysa	Ceraeochrysa caligata	16S
0	0	0	0	0	0	28	0	0	Metazoa	Arthropoda	Insecta	Neuroptera	Chrysopidae	Mallada	Mallada albofacialis	16S
0	0	400	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Hemerobius	Hemerobius lutescens	mIdg+COI_ART
1307	130	2007	0	49	0	0	0	0	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Hemerobius	Hemerobius marginatus	mIdg+COI_ART
0	0	0	0	0	0	32	0	0	Animalia	Arthropoda	Insecta	Neuroptera	Chrysopidae	Chrysopa	Chrysopa pallens	COI_ART
0	0	0	0	0	133	0	0	0	Animalia	Arthropoda	Insecta	Neuroptera	Chrysopidae	Chrysotropia	Chrysotropia ciliata	COI_ART
0	0	72	0	2622	0	874	14	19	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Hemerobius	Hemerobius pini	COI_ART
0	56	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Neuroptera	Chrysopidae	Hypochrysa	Hypochrysa elegans	COI_ART
0	0	0	0	166	0	40	14	0	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Micromus	Micromus angulatus	COI_ART
0	0	0	0	92	27	29	0	0	Animalia	Arthropoda	Insecta	Neuroptera	Chrysopidae	Nineta	Nineta flava	COI_ART
0	0	0	0	8	8	0	0	0	Metazoa	Arthropoda	Arachnida	Opiliones	Phalangiidae	Rilaena	Rilaena triangularis	16S
0	0	14	0	39	325	0	0	0	Metazoa	Arthropoda	Arachnida	Opiliones	Phalangiidae	Mitopus	Mitopus morio	16S
0	0	0	0	0	21	0	0	0	Animalia	Arthropoda	Arachnida	Opiliones	Phalangiidae	Lacinius	Lacinius ephippiatus	COI_ART
175	4	0	0	0	3	15	0	0	Metazoa	Arthropoda	Insecta	Psocoptera	Peripsocidae	Peripsocus	Peripsocus subfasciatus	16S+COI_ART
0	0	0	0	9	0	0	0	0	Animalia	Arthropoda	Insecta	Psocoptera	Lachesillidae	Lachesilla	Lachesilla pedicularia	COI_ART
28	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Psocoptera	Psocidae	Metylophorus	Metylophorus nebulosus	COI_ART
0	0	0	0	0	0	7	0	0	Animalia	Arthropoda	Insecta	Psocoptera	Psocidae	Psococerastis	Psococerastis gibbosa	COI_ART
0	0	0	0	0	13	0	0	0	Animalia	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela despaxi	COI_ART
126	0	0	0	0	2429	5	0	30	Animalia	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela flavidus	COI_ART
985	0	186	41458	322	0	233655	16	0	Metazoa	Arthropoda	Insecta	Siphonaptera	Ctenophthalmidae	Neopsylla	Neopsylla siboi	16S
0	0	0	668	46	76	5	0	0	Metazoa	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche siltalai	16S
0	3	0	6	0	0	0	0	0	Metazoa	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus	Limnephilus decipiens	16S
267	54	78	0	0	145531	18	29	0	Animalia	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostoma	Lepidostoma hirtum	mIdg+COI_ART
0	0	0	0	0	14	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Leptoceridae	Ceraclea	Ceraclea albimacula	COI_ART
0	0	0	0	6	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Leptoceridae	Ceraclea	Ceraclea dissimilis	COI_ART
3	4	0	0	0	0	8181	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Goeridae	Goera	Goera pilosa	COI_ART
177	14	8	0	0	12	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche bulgaromanorum	COI_ART
147	189	0	0	0	21	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche contubernalis	COI_ART
0	0	35	39	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche instabilis	COI_ART
0	15	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche pellucidula	COI_ART
0	0	0	146	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus	Limnephilus lunatus	COI_ART
0	131	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus	Limnephilus marmoratus	COI_ART
30	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Leptoceridae	Mystacides	Mystacides azureus	COI_ART
0	3	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Polycentropodidae	Polycentropus	Polycentropus flavomaculatus	COI_ART
0	3	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Psychomyiidae	Psychomyia	Psychomyia pusilla	COI_ART
25	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Stenophylax	Stenophylax permistus	COI_ART
